"YTG_START","QTR_START","T_ELAPSED","TOT_YDS","FIRST_DOWNS","NPLAYS","POINTS","PLAYS_PER_1STDOWN","FG","TD","INT","FUMBLE","BLITZ_PER_PLAY","YDS_PER_PLAY","CARRY","ATT"
93,4,146,5,1,4,0,2,0,0,0,0,0,4.25,2,18
79,3,276,77,3,9,3,2.3,1,0,0,0,0.33,8.56,12.5,6.75
84,2,110,-4,0,3,0,3,0,0,0,0,0,-1.33,-4,8
80,2,92,12,1,4,0,2,0,0,0,0,0.75,3,-1,4.33
68,2,150,61,1,6,3,3,1,0,0,0,0.17,10.17,2,19
37,2,122,8,0,4,3,4,1,0,0,0,0,2,2,4
80,3,128,15,1,5,0,2.5,0,0,0,0,0.6,6,4.4,1.6
85,4,165,61,3,11,0,2.8,0,0,1,0,0.18,7.27,8,7.18
57,2,166,15,1,5,0,2.5,0,0,0,0,0,5.8,5.5,3.5
80,2,201,36,2,7,0,2.3,0,0,0,0,0.14,5.14,-1,6.17
90,3,192,45,3,8,0,2,0,0,0,0,0.38,6.88,5.5,7.33
81,2,68,6,0,3,0,3,0,0,0,0,0,2,6,0
73,3,128,1,0,3,0,3,0,0,0,0,0.33,0.33,4,0
20,4,134,3,0,4,3,4,1,0,0,0,0,0.75,1,0
49,4,116,49,3,5,7,1.3,0,1,0,0,0.2,4.8,1,4.6
60,1,137,-3,0,3,0,3,0,0,0,0,0.33,0.67,2,0
93,1,351,93,5,9,7,1.5,0,1,0,0,0.22,9.22,12,5.75
73,4,222,42,2,7,0,2.3,0,0,1,0,0.57,2.71,2.33,5.75
65,1,308,65,4,10,7,2,0,1,0,0,0.5,6.5,5.8,7.2
76,2,439,75,6,14,0,2,0,0,0,0,0.07,5,0.86,7.11
53,1,397,34,3,11,3,2.8,1,0,0,0,0.09,3.55,4,7
84,1,400,66,5,13,3,2.2,1,0,0,0,0,5.46,2.4,8.43
80,1,88,7,0,3,0,3,0,0,0,0,0.33,9.33,3.4,1.57
80,2,125,-4,0,3,0,3,0,0,0,0,0,-1.33,0,2
63,1,147,32,2,7,3,2.3,1,0,0,0,0.29,4.43,4.5,5.5
69,4,124,5,0,3,0,3,0,0,0,0,0,1.67,1.67,0
18,3,140,-2,1,4,3,2,1,0,0,0,0,1,-1,1.67
45,1,237,40,3,8,3,2,1,0,0,0,0.13,4.13,3.75,6
80,2,278,63,4,11,3,2.2,1,0,0,0,0.09,5.73,6.4,9.75
72,4,153,14,1,4,0,2,0,0,0,0,0.25,6,5.5,4.33
80,2,5,0,0,1,0,1,0,0,1,0,0,8,0,2.67
63,1,139,4,0,3,0,3,0,0,0,0,0,4.67,2.5,9
80,2,279,52,1,7,0,3.5,0,0,0,0,0.29,9.43,1.67,12.2
80,1,131,80,2,5,7,1.7,0,1,0,0,0,16,3,24.67
81,3,212,61,1,7,3,3.5,1,0,0,0,0.57,8.71,1.67,18.67
80,3,240,36,2,8,0,2.7,0,0,0,0,0.25,4.5,2.33,10.25
64,1,283,50,3,10,3,2.5,1,0,0,0,0.1,6.7,4.6,8.8
52,3,115,52,2,4,7,1.3,0,1,0,0,0,13,7,31
62,2,57,8,0,3,0,3,0,0,0,0,0.33,2.67,5,1.5
68,3,97,17,1,4,0,2,0,0,0,0,0.25,4.25,3,4.67
27,3,158,9,1,6,3,3,1,0,0,0,0,1.5,5,4.5
80,4,221,31,2,9,0,3,0,0,0,0,0.11,3.44,2.5,5.75
77,1,184,77,4,6,7,1.2,0,1,0,0,0.17,12.83,2.5,18
80,4,121,15,1,6,0,3,0,0,0,0,0.33,1.67,2.5,0
62,2,90,7,0,3,0,3,0,0,0,0,0.33,2.33,2,2.5
72,1,254,72,3,7,7,1.8,0,1,0,0,0.14,10.29,12.6,4.5
76,2,102,-8,0,3,0,3,0,0,0,0,0.33,5.67,0,4.25
76,1,88,5,0,3,0,3,0,0,0,0,0.33,0.67,2.5,0
60,3,121,1,0,3,0,3,0,0,0,0,0.33,0.33,0.33,0
76,2,59,14,1,6,0,3,0,0,1,0,0.17,6.67,5,5.83
64,1,131,27,1,4,0,2,0,0,0,1,0,5.5,3,5.33
64,1,167,64,4,6,7,1.2,0,1,0,0,0.5,5,5.25,3
50,2,65,0,0,3,0,3,0,0,0,0,0,0,0,0
91,2,22,-1,0,1,0,1,0,0,0,0,0,-3,-1,0
94,3,76,4,0,3,0,3,0,0,0,1,0,1.33,2,0
63,1,103,1,0,3,0,3,0,0,0,0,0,0.33,5,0
61,1,228,57,2,8,3,2.7,1,0,0,0,0.25,7.88,0.5,15.5
65,2,61,0,0,3,0,3,0,0,0,0,0.67,0,0,0
72,2,57,7,0,3,0,3,0,0,0,0,0,2.33,7,0
89,2,120,8,0,3,0,3,0,0,0,0,0,2.67,2.67,0
80,3,99,26,1,3,0,1.5,0,0,0,1,0,8.67,8.67,0
84,4,118,69,4,10,0,2,0,0,0,0,0.2,6.9,0,6.27
74,2,37,-2,0,3,0,3,0,0,0,0,0,2.67,8,0
73,3,115,7,0,3,0,3,0,0,0,0,0.67,2.33,0,7
34,4,197,34,2,5,7,1.7,0,1,0,0,0.4,6.8,3.5,20
66,1,200,9,1,4,0,2,0,0,0,0,0,1.5,3.25,0
26,3,65,0,0,4,0,4,0,0,0,0,0.5,0,0,0
66,3,286,10,3,8,0,2,0,0,1,0,0.5,5,3.25,4.5
66,2,184,65,3,8,0,2,0,0,1,0,0.38,8.88,4,14.75
80,1,327,80,6,10,7,1.4,0,1,0,0,0.1,8,4.33,9.57
60,4,152,60,5,12,7,2,0,1,0,0,0.08,7.33,5.5,7
55,2,128,2,0,3,0,3,0,0,0,0,0.67,8,15,0
82,1,248,78,5,8,0,1.3,0,0,1,0,0.13,8.38,13.5,6
75,2,389,75,7,12,7,1.5,0,1,0,0,0.17,6.25,5.86,5.67
46,3,221,24,2,11,3,3.7,1,0,0,0,0.27,2.18,-0.5,3.13
80,3,88,-2,0,3,0,3,0,0,0,0,0.33,2.67,0.75,2.5
60,3,64,-4,0,3,0,3,0,0,1,0,0,7.67,1,11
80,1,9,0,0,1,0,1,0,0,1,0,3,68,0,13.6
25,1,88,2,0,4,3,4,1,0,0,0,0.25,0.5,-1,1.5
80,3,151,6,0,3,0,3,0,0,0,0,0,10,1,14
49,1,172,49,4,6,7,1.2,0,1,0,0,0.17,7.17,1,8.2
69,1,76,-5,0,3,0,3,0,0,0,0,0.33,-3,1,0
89,1,546,88,6,18,0,2.6,0,0,1,0,0.17,4.89,2.9,7.38
71,2,314,71,5,10,7,1.7,0,1,0,0,0.1,7.1,5.86,10
65,3,267,49,3,9,3,2.3,1,0,0,0,0.22,5.44,3.67,7.6
67,1,263,41,3,9,0,2.3,0,0,0,0,0.22,4.56,6.75,3.5
24,2,125,24,2,4,7,1.3,0,1,0,0,0,6,7.33,2
68,1,247,52,2,9,3,3,1,0,0,0,0,5.78,8.67,0
46,3,281,46,4,9,7,1.8,0,1,0,0,0.56,5.67,1,8
80,1,48,3,0,3,0,3,0,0,1,0,0.33,3.33,3,3.5
82,4,120,75,4,10,0,2,0,0,1,0,0,5.6,0,5.09
79,1,49,21,1,2,0,1,0,0,0,1,0,10.5,10,11
74,4,25,6,0,3,0,3,0,0,0,0,0,3.67,5.5,0
81,4,76,6,0,3,0,3,0,0,0,0,0.33,2,2,2
83,2,35,2,0,2,0,2,0,0,0,0,0,6,6,6
37,3,270,37,3,9,8,2.3,0,1,0,0,0.22,4.11,1,6.6
9,1,44,9,1,2,7,1,0,1,0,0,0,4.5,2,7
70,2,175,18,1,6,0,3,0,0,0,0,0,3,2,6
95,3,59,95,2,2,7,0.7,0,1,0,0,0.5,47.5,0,47.5
92,4,193,73,5,12,0,2,0,0,1,0,0.08,8.92,0,8.23
80,2,15,0,0,1,0,1,0,0,0,0,0,0,0,0
81,3,33,0,0,3,0,3,0,0,0,0,0.67,0,0,0
81,2,26,2,0,3,0,3,0,0,0,0,0,0.67,1,0
59,3,118,59,2,5,7,1.7,0,1,0,0,0.8,11.8,25.5,2.67
59,2,107,59,4,7,7,1.4,0,1,0,0,0.29,8.43,4.33,11.5
75,1,327,75,3,10,7,2.5,0,1,0,0,0.3,8,11.4,4.6
76,1,343,34,2,8,0,2.7,0,0,0,0,0.38,4.5,2.8,6
80,2,262,77,3,10,0,2.5,0,0,0,1,0.4,7.7,4.5,8.5
77,3,169,31,1,6,0,3,0,0,1,0,0.17,8.83,4.33,10
78,4,148,59,5,9,0,1.5,0,0,1,0,0.11,5.33,0,5.7
47,4,237,27,2,9,3,3,1,0,0,0,0.11,2.44,2,4
82,3,109,9,0,3,0,3,0,0,0,0,0,3,4.5,0
80,1,126,-14,0,3,0,3,0,0,0,0,0,-4.67,-0.5,0
77,3,291,51,3,11,0,2.8,0,0,0,0,0.27,4.64,4,5.83
35,3,182,35,3,7,7,1.8,0,1,0,0,0,3.71,1.33,4.4
75,2,38,8,0,3,0,3,0,0,0,0,0.33,2.67,0,4
29,4,40,-2,0,1,0,1,0,0,0,0,0,-2,-2,0
84,3,129,9,0,3,0,3,0,0,0,0,0,3,8,0.5
81,3,83,7,0,3,0,3,0,0,1,0,0,6,0,9
86,3,159,32,1,4,0,2,0,0,0,0,0,8,3,17.5
80,3,104,24,1,4,0,2,0,0,0,0,0.25,6,2,7.33
76,4,105,76,4,7,7,1.4,0,1,0,0,0.14,10.86,0,10.86
94,2,114,83,5,11,3,1.8,1,0,0,0,0,7.55,11,8
85,4,69,11,1,2,0,1,0,0,0,0,0,5.5,5.5,0
64,3,328,64,4,12,0,2.4,0,1,0,0,0.25,5.33,3.17,7.5
89,4,376,89,6,13,7,1.9,0,1,0,0,0.08,6.85,2.25,8.89
3,1,58,3,1,3,7,1.5,0,1,0,0,0,1,1,1
80,4,131,67,3,8,3,2,1,0,0,0,0.38,6.5,7.43,0
92,1,257,43,2,7,0,2.3,0,0,0,0,0.14,6.14,4,9
35,2,141,27,1,5,3,2.5,1,0,0,0,0.2,5.4,6.75,0
71,2,113,9,0,3,0,3,0,0,0,0,0.33,3,1,7
66,3,225,40,2,7,3,2.3,1,0,0,0,0,5.71,5.33,8
80,1,165,37,2,5,0,1.7,0,0,0,0,0.4,7.4,11,2
80,3,253,61,3,10,3,2.5,1,0,0,0,0.6,6.1,5.5,7.8
74,3,217,74,3,7,7,1.8,0,1,0,0,0.14,10.57,12,7
65,1,307,35,3,11,0,2.8,0,0,1,0,0.18,5.09,4,6.8
61,4,173,45,2,6,3,2,1,0,0,0,0.17,8.33,7.33,14
68,3,208,48,3,6,0,1.5,0,0,1,0,0,11.17,8.5,12.5
75,1,188,30,2,9,0,3,0,0,0,0,0.44,3.33,3,3.43
49,4,37,7,0,4,0,4,0,0,0,0,0,1.75,0,1.75
80,1,205,17,1,5,0,2.5,0,0,0,0,0.2,3.4,3.67,3
90,4,165,90,6,10,7,1.4,0,1,0,0,0.3,8.6,0,8.6
63,3,190,11,1,5,0,2.5,0,0,0,0,0,2.2,5,-2
71,1,264,42,3,9,3,2.3,1,0,0,0,0.33,3,0.75,6
54,3,91,54,3,3,7,0.8,0,1,0,0,0.33,15,2,21.5
57,4,272,34,3,9,3,2.3,1,0,0,0,0.22,5.56,1.75,7.17
97,2,180,20,1,4,0,2,0,0,0,0,0,5,9,0
69,3,275,65,3,11,3,2.8,1,0,0,0,0.36,6.09,3.8,9.6
69,1,61,0,0,3,0,3,0,0,0,0,0,0,0,0
56,1,172,20,1,6,3,3,1,0,0,0,0.17,3.33,6,1
47,2,262,47,4,9,7,1.8,0,1,0,0,0.11,5.22,2.8,8.25
87,1,523,85,6,18,0,2.6,0,0,0,0,0.28,5.28,4.78,6.5
98,3,105,18,1,5,0,2.5,0,0,0,0,0.6,3.6,2,4
80,1,151,13,1,4,0,2,0,0,0,0,0.5,11.5,3,10.5
80,3,135,17,1,5,0,2.5,0,0,0,0,0.4,6.8,3.25,5.4
56,2,73,0,0,3,0,3,0,0,0,0,0.33,0,4,0
47,1,295,47,4,9,7,1.8,0,1,0,0,0,5.22,2.6,8.5
78,2,207,33,1,5,0,2.5,0,0,0,0,0.2,6.6,4,8.33
80,1,318,18,2,8,0,2.7,0,0,0,0,0.13,1.63,2,6
55,2,99,7,0,3,0,3,0,0,0,0,0,2.33,1,3
86,2,90,6,0,3,0,3,0,0,0,0,0.67,2,3,0
64,3,180,37,1,7,3,3.5,1,0,0,0,0,6,6,7.2
80,4,233,46,4,9,0,1.8,0,0,0,0,0.11,7.22,5.14,9.67
75,3,161,12,1,5,0,2.5,0,0,0,1,0,2.4,4.25,0
63,1,277,52,2,8,3,2.7,1,0,0,0,0,9.75,8.33,10.6
80,3,288,38,2,8,0,2.7,0,0,0,0,0.25,4.75,3.67,5.4
71,2,99,71,3,6,7,1.5,0,1,0,0,0,11.67,5,13.75
80,1,364,80,5,10,7,1.7,0,1,0,0,0.1,5.4,3.38,9
67,1,245,56,2,7,3,2.3,1,0,0,0,0.43,8,5.25,45
91,2,57,5,0,3,0,3,0,0,0,0,0,1.67,0,1.67
71,2,267,71,5,9,7,1.5,0,1,0,0,0.11,9.11,6.67,10.5
88,1,135,3,1,4,0,2,0,0,0,0,0.25,0.75,0,5.5
45,1,338,45,5,10,7,1.7,0,1,0,0,0.1,4.3,0.71,12.67
65,4,60,2,0,3,0,3,0,0,0,0,0.33,0.67,2,0
58,1,90,5,0,3,0,3,0,0,0,0,0,1.67,2.5,0
71,3,262,26,2,6,0,2,0,0,0,0,0,6,6,7
82,2,229,30,2,9,0,3,0,0,0,0,0.22,3.33,2.5,3.57
81,2,429,66,3,12,3,3,1,0,0,0,0.25,5.92,3,11.2
79,3,231,79,4,9,7,1.8,0,1,0,0,0.22,8.78,4.75,12
80,3,51,-4,0,3,0,3,0,0,0,0,0.33,-1.33,0,-1.33
86,3,181,53,3,8,3,2,1,0,0,0,0.5,4.75,2.5,6.6
78,1,340,78,4,11,7,2.2,0,1,0,0,0,7.55,11.5,5.29
80,1,125,14,1,4,0,2,0,0,0,1,0.25,2.25,3.33,0
83,3,157,83,2,5,7,1.7,0,1,0,0,0.2,17.6,2,28
79,2,325,79,6,11,7,1.6,0,1,0,0,0,8.27,7.13,6.8
63,3,96,63,3,5,7,1.3,0,1,0,0,0,12.6,12,13
80,3,184,48,2,8,3,2.7,1,0,0,0,0.63,6,-1,8.17
89,3,307,89,5,13,7,2.2,0,1,0,0,0.31,6.46,2.67,9.71
77,1,152,-6,0,3,0,3,0,0,0,0,0,3,1,7
62,1,108,4,0,3,0,3,0,0,0,0,0.33,3,3,3
70,2,146,69,3,9,3,2.3,1,0,0,0,0.11,4.89,5.25,8.75
17,4,3,17,1,1,7,0.5,0,1,0,0,0,17,0,17
75,3,157,75,3,7,7,1.8,0,1,0,0,0,10.71,7,13.5
70,1,115,70,3,5,7,1.3,0,1,0,0,0.2,14,28,4.67
67,2,299,31,2,9,0,3,0,0,0,0,0.22,4,2.8,5.5
15,1,95,5,0,3,0,3,0,0,1,0,0,4,2,5
71,2,133,68,3,6,0,1.5,0,0,0,0,0.17,14.17,0,12.14
77,2,117,-1,0,3,0,3,0,0,0,0,0.33,-0.33,4,0
88,1,105,77,2,6,0,2,0,0,0,0,0.33,12.83,6,17.75
40,2,193,22,1,6,3,3,1,0,0,0,0.17,4,4.25,7
3,3,115,-2,1,5,3,2.5,1,0,0,0,0,0,0,0
94,3,205,17,1,6,0,3,0,0,0,0,0.33,2.83,1.75,5
50,4,89,7,0,5,0,5,0,0,0,0,0.2,3.4,7,2.5
80,1,254,80,4,8,7,1.6,0,1,0,0,0.25,6.13,4.67,7
86,3,300,86,6,10,7,1.4,0,1,0,0,0.1,4.4,2.6,3.88
77,1,31,-5,0,3,0,3,0,0,1,0,0,1,0,1
72,1,68,-11,0,3,0,3,0,0,0,0,0.33,0.67,2,0
85,4,174,9,0,4,0,4,0,0,0,0,0.25,3.5,5.5,1
64,3,92,64,2,4,7,1.3,0,1,0,0,0,16,28.5,3.5
69,2,172,19,1,5,0,2.5,0,0,0,0,0.2,5.4,3.67,5.33
67,4,158,27,2,7,0,2.3,0,0,0,0,0,3.86,3.86,0
61,1,370,61,5,14,7,2.3,0,1,0,0,0.14,6.36,7.8,5
78,2,252,24,2,8,0,2.7,0,0,0,0,0.38,3,0.5,3.83
72,4,140,26,1,5,0,2.5,0,0,0,1,0.2,10.2,0,10.2
80,2,6,0,0,1,0,1,0,0,1,0,1,14,0,7
26,2,65,2,0,4,0,4,0,0,0,0,0.25,0.5,2,0
68,2,205,68,6,7,7,1,0,1,0,0,0.14,8.57,1.75,10.6
23,2,94,9,1,7,3,3.5,1,0,0,0,0.14,2.86,0,6.75
60,3,68,5,0,3,0,3,0,0,0,0,0.33,1.67,0,2.5
82,3,166,12,1,5,0,2.5,0,0,0,0,0.4,6.4,6,5
84,3,403,75,5,13,3,2.2,1,0,0,0,0.23,7.85,1.6,9.4
80,1,339,70,2,10,3,3.3,1,0,0,0,0.2,6.7,6.67,9
2,1,81,2,1,3,7,1.5,0,1,0,0,0,0.67,0.5,1
78,4,44,-10,0,2,0,2,0,0,1,0,0,11.5,0,33
45,4,122,18,1,6,3,3,1,0,0,0,0.17,3,2.5,8
69,3,177,30,2,7,0,2.3,0,0,0,0,0.14,7.86,0.5,9
83,2,342,75,4,10,0,2,0,0,0,1,0.3,8,7.2,8.8
84,3,309,84,4,9,7,1.8,0,1,0,0,0.56,10.89,10.25,12
53,3,173,30,2,7,3,2.3,1,0,0,0,0.29,5.71,3.67,9.67
68,4,279,68,5,14,7,2.3,0,1,0,0,0.14,4.86,1.5,6.2
80,2,390,80,6,10,7,1.4,0,1,0,0,0.4,11.3,1,8.62
91,4,132,22,1,6,0,3,0,0,0,0,0.17,3.67,0,3.67
65,2,263,65,3,7,7,1.8,0,1,0,0,0.29,9.29,5,12.5
80,3,107,80,4,4,0,0.8,0,1,0,0,0.25,14.75,4,17
53,2,244,53,4,8,7,1.6,0,1,0,0,0.25,6.63,2,8.17
86,1,136,15,1,4,0,2,0,0,0,0,0,3.75,7,0
93,2,93,5,0,3,0,3,0,0,0,0,0.67,3,4.5,0
80,4,63,2,0,3,0,3,0,0,0,0,0.67,1.33,2,0
99,4,14,-1,0,1,0,1,0,0,0,0,0,-1,-1,0
18,4,200,18,2,6,7,2,0,1,0,0,0.17,3,2.8,4
81,3,100,33,2,6,0,2,0,0,0,0,0.5,5.5,0,5.5
56,2,204,19,2,8,3,2.7,1,0,0,0,0.5,7,2,8.67
80,2,225,55,4,10,3,2,1,0,0,0,0.3,5,2.67,6
76,4,31,0,0,3,0,3,0,0,0,0,0.67,0,0,0
75,2,326,75,5,11,7,1.8,0,1,0,0,0.18,8.55,-0.25,11.88
66,3,115,0,0,3,0,3,0,0,0,0,0.33,1.67,1,2
68,1,298,68,5,10,7,1.7,0,1,0,0,0.4,5.1,7,3.89
68,1,174,12,1,5,0,2.5,0,0,0,0,0.2,2.4,4,5
89,3,135,89,4,5,7,1,0,1,0,0,0.2,16.8,3.33,37
82,3,202,23,1,6,0,3,0,0,0,0,0.5,15.17,4,16.6
80,4,17,-1,0,1,0,1,0,0,0,0,0,-2,-1,0
49,3,85,6,0,3,0,3,0,0,1,0,0,2,-2,4
59,4,150,46,3,5,0,1.3,0,0,1,0,0.2,11.8,0,11.8
75,4,251,75,5,13,7,2.2,0,1,0,0,0.23,5.77,7,6.7
78,1,28,0,0,3,0,3,0,0,0,0,0.33,0,0,0
63,1,207,55,3,12,3,3,1,0,0,0,0.25,6.08,6,6.11
75,2,123,9,0,3,0,3,0,0,0,0,0,3,0.5,8
89,3,192,85,3,8,0,2,0,0,0,1,0.5,10.63,6.5,12
78,2,203,17,1,6,0,3,0,0,0,0,0.67,2.83,0,2.83
49,3,159,6,0,3,0,3,0,0,0,0,0.33,4.67,3.33,4
87,2,256,87,5,16,7,2.7,0,1,0,0,0.06,5.75,0.5,7.5
87,1,340,35,2,9,0,3,0,0,0,0,0.11,4.44,0,6.67
73,1,251,29,3,7,0,1.8,0,0,0,0,0.29,2.71,0.67,2.83
79,3,154,10,1,6,0,3,0,0,0,0,0.5,1.67,2,4.25
66,4,19,66,1,1,7,0.5,0,1,0,0,0,80,9,71
82,1,80,5,0,3,0,3,0,0,0,0,0,1.67,2.5,0
97,4,178,21,1,6,0,3,0,0,0,0,0,2,1.5,0
64,4,130,11,1,4,0,2,0,0,1,0,0.5,9,0,12
95,1,78,3,0,3,0,3,0,0,0,0,0.33,1,1.5,0
58,3,260,35,2,8,0,2.7,0,0,0,0,0,4.38,8.5,17
67,4,107,-10,0,3,0,3,0,0,0,0,0.33,-3.33,3,0
85,1,80,-4,0,3,0,3,0,0,0,0,0.33,-1.33,1,0
46,4,138,46,4,8,7,1.6,0,1,0,0,0.5,5.5,0,6.63
72,2,98,72,4,9,7,1.8,0,1,0,0,0.11,8,-3,9.38
57,1,359,51,3,12,3,3,1,0,0,0,0.25,4.67,3.5,6
63,3,174,53,3,7,0,1.8,0,0,0,1,0.14,7.57,5,8.6
96,3,225,91,1,6,0,3,0,0,0,0,0.17,15.17,0,95
80,2,18,-1,0,1,0,1,0,0,0,0,0,-5,-1,0
80,3,395,51,3,11,3,2.8,1,0,0,0,0,4.18,3,7
63,4,307,61,3,9,3,2.3,1,0,0,0,0.22,6.78,3.67,19.5
80,4,95,8,0,3,0,3,0,0,0,0,0.33,5.33,3,2.5
84,3,387,84,6,12,7,1.7,0,1,0,0,0.42,8.92,3,9.27
53,3,188,53,4,7,7,1.4,0,1,0,0,0.29,6.86,7.2,4
80,2,193,6,1,6,0,3,0,0,0,0,0.67,1,-0.67,2.67
90,2,266,23,2,8,0,2.7,0,0,1,0,0.13,6.5,5,7.4
75,3,466,73,4,12,3,2.4,1,0,0,0,0,6.08,1.71,15.25
77,4,227,70,2,7,0,2.3,0,0,1,0,0.29,11,13.33,9.25
74,1,309,50,3,10,0,2.5,0,0,0,0,0.2,5.5,2.2,11
73,2,149,14,1,4,0,2,0,0,0,0,0.5,3.5,4.67,0
95,2,200,95,5,9,7,1.5,0,1,0,0,0.22,13.67,4.67,13.63
80,2,503,57,5,17,0,2.8,0,0,0,0,0,5.06,6.22,3.75
72,1,312,72,5,8,7,1.3,0,1,0,0,0,9,6.75,11.25
91,3,131,22,1,4,0,2,0,0,0,0,0.25,5.5,5,5.67
69,4,71,12,1,4,0,2,0,0,0,0,0.25,3,0,3
92,3,229,22,1,6,0,3,0,0,0,0,0.17,3.67,4,3
79,1,179,20,1,6,0,3,0,0,0,0,0.67,3.33,3,3.5
68,4,229,68,3,6,7,1.5,0,1,0,0,0,9.67,6.17,10.5
43,2,193,22,1,6,3,3,1,0,0,0,0.33,3.67,3.25,9
51,2,313,50,3,11,3,2.8,1,0,0,0,0.18,4.55,4.43,6.33
13,3,129,8,0,4,3,4,1,0,0,0,0,2,2.67,0
76,1,265,26,1,6,0,3,0,0,0,0,0.17,5.17,3.25,9
85,2,305,66,3,10,3,2.5,1,0,0,0,0.2,6.6,9,6
82,2,441,82,7,14,7,1.8,0,1,0,0,0.21,5.14,5,5.29
82,1,59,3,0,3,0,3,0,0,1,0,0,15,0,15
84,1,124,6,0,3,0,3,0,0,0,0,0.33,2,3,0
76,1,416,76,6,13,7,1.9,0,1,0,0,0.31,4.62,2.43,5.38
74,1,207,45,3,8,0,2,0,0,1,0,0.13,6.88,9,3.33
61,1,215,61,3,6,7,1.5,0,1,0,0,0,10.17,8.33,12
68,2,175,14,1,6,0,3,0,0,0,0,0,1.17,0.5,3.25
49,1,124,5,0,3,0,3,0,0,0,0,0.33,1.67,-2.5,10
69,2,29,0,0,3,0,3,0,0,1,0,0.67,13.67,0,13.67
75,3,344,71,5,13,3,2.2,1,0,0,0,0.38,5.46,6,5.88
80,4,25,4,0,2,0,2,0,0,1,0,0,14,0,14
83,2,182,12,1,4,0,2,0,0,0,0,0,3,6.5,4
81,1,99,3,0,3,0,3,0,0,0,0,0,1,1.5,0
61,3,96,4,0,3,0,3,0,0,0,0,0.33,1.33,2,0
80,4,129,7,0,3,0,3,0,0,0,0,0,2.33,-1,4
68,1,137,15,1,4,0,2,0,0,0,0,0.25,3.75,2,5.5
80,3,144,8,1,4,0,2,0,0,0,0,0,2,2.5,15
73,3,156,29,2,5,0,1.7,0,0,0,0,0,5.8,12,4
74,2,178,26,2,6,0,2,0,0,0,0,0.17,6.83,1.5,9.5
94,2,343,48,4,10,0,2,0,0,1,0,0.5,7.1,4.25,7.71
69,1,157,17,1,5,0,2.5,0,0,0,0,0.2,3.4,3.33,3.5
80,3,109,9,0,3,0,3,0,0,0,0,0,6,3.6,0
67,2,60,17,1,4,0,2,0,0,0,0,0,5.5,0,5.75
27,1,215,27,3,7,7,1.8,0,1,0,0,0,3.86,3.67,5
64,3,283,64,5,10,0,1.7,0,1,0,0,0.2,5.9,3.67,6
78,4,246,9,1,5,0,2.5,0,0,0,0,0.2,6.8,7,10.5
70,2,291,70,3,8,7,2,0,1,0,0,0,9.38,4.17,25
82,4,104,1,0,3,0,3,0,0,0,0,0.33,0.33,0.5,0
96,2,341,96,6,11,7,1.6,0,1,0,0,0.55,8.27,3,9.44
50,3,193,50,5,6,7,1,0,1,0,0,0,7.5,8.25,6
80,3,140,33,1,4,0,2,0,0,0,0,0,8.25,2,10.33
49,4,131,1,1,6,0,3,0,0,0,0,0.17,0.17,0.25,7
67,4,195,16,1,6,0,3,0,0,0,0,0,2.67,3,4.75
78,2,138,18,1,5,0,2.5,0,0,0,0,0.4,3.6,7.5,1
80,3,202,80,4,7,7,1.4,0,1,0,0,0.43,11.43,-1,16.4
29,3,77,29,1,3,7,1.5,0,1,0,0,0.33,9.67,10,9
65,3,91,7,0,3,0,3,0,0,0,0,0.33,2.33,-2,4.5
80,1,80,0,0,3,0,3,0,0,1,0,0,5.33,0,16
80,3,277,80,5,10,7,1.7,0,1,0,0,0,8.9,1.33,9.44
63,1,123,63,2,4,7,1.3,0,1,0,0,0,15.75,7,42
69,1,394,67,4,10,0,2,0,0,0,0,0.4,8.8,5.33,15
79,2,134,65,1,5,3,2.5,1,0,0,0,0,13,4,20.33
71,1,77,9,0,3,0,3,0,0,1,0,0,5.33,4.5,7
80,2,98,-3,0,3,0,3,0,0,0,0,0,-1,0,2.5
43,1,173,26,2,7,0,2.3,0,0,0,0,0.14,3.71,4.33,4.33
60,2,24,26,1,3,0,1.5,0,0,1,0,0.33,16,0,16
80,4,49,-2,0,2,0,2,0,0,0,0,0,-1,-1,0
74,4,200,17,1,6,0,3,0,0,0,0,0,2.83,3.4,0
56,3,150,56,4,5,7,1,0,1,0,0,0.4,9,5,10
76,1,175,40,1,5,0,2.5,0,0,0,0,0,8,3.33,15
84,2,23,0,0,1,0,1,0,0,0,0,0,0,0,0
99,2,100,6,0,3,0,3,0,0,0,0,0.33,4,3.33,0.67
80,4,312,80,6,12,7,1.7,0,1,0,0,0.17,6.67,9,6.45
83,4,127,83,5,12,7,2,0,1,0,0,0.33,6.92,3.5,8.56
36,3,161,36,3,5,7,1.3,0,1,0,0,0,7.2,3.5,22
92,2,80,8,0,3,0,3,0,0,0,0,0.33,2.67,1,3.5
52,2,104,7,0,3,0,3,0,0,0,0,0.33,2.33,4,-1
80,2,221,15,1,6,0,3,0,0,0,0,0,2.5,0.67,3.25
66,4,23,0,0,3,0,3,0,0,0,0,0.33,0,0,0
60,4,56,5,0,3,0,3,0,0,0,0,0,1.67,0,4
76,1,21,0,0,1,0,1,0,0,1,0,0,41,0,41
66,3,77,66,3,3,7,0.8,0,1,0,0,0,22,38,14
58,3,159,28,2,6,0,2,0,0,0,1,0.33,4.67,12,14
81,3,525,81,6,15,7,2.1,0,1,0,0,0.13,5.4,2.83,7.11
64,3,144,-16,0,3,0,3,0,0,0,0,0,-1.67,2,-1
